File_Number,KMeans_Cluster,GMM_Cluster,Agglomerative_Cluster,KMeans_Likelihood_Cluster_1,GMM_Likelihood_Cluster_1,Agglomerative_Likelihood_Cluster_1,KMeans_Likelihood_Cluster_2,GMM_Likelihood_Cluster_2,Agglomerative_Likelihood_Cluster_2,KMeans_Likelihood_Cluster_3,GMM_Likelihood_Cluster_3,Agglomerative_Likelihood_Cluster_3,KMeans_Likelihood_Cluster_4,GMM_Likelihood_Cluster_4,Agglomerative_Likelihood_Cluster_4,KMeans_Likelihood_Cluster_5,GMM_Likelihood_Cluster_5,Agglomerative_Likelihood_Cluster_5,KMeans_Likelihood_Cluster_6,GMM_Likelihood_Cluster_6,Agglomerative_Likelihood_Cluster_6
57,3,3,1,0.09674769080749923,0.0,0.1573338376592331,0.17607451300125504,1.1999460528795082e-08,0.43656177253207334,0.19365203448657445,0.0,0.2083515291653592,0.2368854621748653,0.9999996264006926,0.0828250868835606,0.18502948845281697,3.615998472759181e-07,0.06852405819953919,0.11161081107698897,0.0,0.04640371556023449
58,3,3,1,0.09680247180272909,0.0,0.14710284452275213,0.1401303368755557,7.595770420507029e-09,0.46362737756984607,0.19710813903975266,5.155992528676587e-23,0.1836517327515931,0.3003629624920304,0.9999999924042295,0.07869841621253858,0.17140291776116826,1.737966452015325e-22,0.07953857177700477,0.0941931720287639,0.0,0.047381057166265526
59,1,1,2,0.10067300241652893,0.0,0.09894611002678205,0.21645307411634282,1.0,0.13311565202668868,0.14237267430795245,0.0,0.5155917325364878,0.18263153483111536,0.0,0.14005300123472386,0.1449144481901808,2.636271855503872e-55,0.058739552838783564,0.21295526613787963,0.0,0.05355395133653398
60,3,3,1,0.11179844880723712,0.0,0.13103192081062723,0.18496877866189232,3.6021368486088877e-09,0.5116305654934743,0.17251821720371815,8.846075190446407e-67,0.14350920209763246,0.23587158811522793,0.9999999963978636,0.09065021453754,0.15645617475126614,3.3913320369814075e-40,0.07298988216649276,0.1383867924606583,0.0,0.050188214894233155
61,4,4,0,0.12505977432145723,0.0,0.5374410185758999,0.15229338763982006,1.6066437493319392e-19,0.14334868101747783,0.1827118651729001,2.2636633872345525e-18,0.10968957718716621,0.17797980462979995,1.976242405708139e-22,0.07703488852353069,0.24156505529674893,1.0,0.08020801299455715,0.12039011293927371,0.0,0.05227782170136829
62,3,3,1,0.10929140390566648,0.0,0.17740632248296537,0.13870394303145522,3.7822994772601195e-06,0.439494647785391,0.2408903809462264,3.780821116405431e-08,0.17595875018909313,0.264513397297936,0.9999961798923116,0.0740668339297296,0.15632991013843608,3.4246187553385516e-32,0.08753855479594254,0.09027096468027986,0.0,0.045534890816878414
63,5,5,3,0.08731468135220251,0.0,0.09551195194373652,0.1841511979828611,2.7479766141116254e-15,0.10370600695925165,0.12113278485022137,0.0,0.1627048017511795,0.1373131213794757,0.0,0.5340301885571459,0.13002141108295925,0.0,0.05801616244009936,0.34006680335228,0.9999999999999973,0.04603088834858713
64,3,3,1,0.10289907239161832,0.0,0.12151800462460975,0.153677066327205,5.743538862247299e-06,0.47646829925725875,0.17095099071805697,4.042813285014653e-51,0.18981035317203768,0.3047193388238675,0.9999942564611379,0.08801776900293985,0.15647370929177276,3.2744101325106904e-58,0.07586823726814708,0.11127982244747948,0.0,0.04831733667500702
65,3,3,2,0.10616560080205943,0.0,0.149527115934129,0.17656888428279296,2.0301076632809122e-05,0.2009508607286098,0.1887154406699628,6.467876769258113e-30,0.4495822542492086,0.26308874853826136,0.9999796989233671,0.07772044083098119,0.1576997365168282,2.367514355584259e-49,0.07491727011372899,0.10776158919009526,0.0,0.04730205814334232
66,1,1,2,0.12736135311938696,0.0,0.11645449667927943,0.21386894518999416,1.0,0.10573891632262582,0.1690322666922818,5.690222037031684e-72,0.5653708707308462,0.17717555154774933,2.6360765484810705e-121,0.07970574365417477,0.1723630392005514,3.878108950425575e-17,0.07283765747645252,0.14019884425003631,0.0,0.05989231513662113
67,1,1,5,0.14304478365544185,0.0,0.07008428638512373,0.19190360991495703,1.0,0.07009809614289153,0.16597305207433957,0.0,0.07701092052250103,0.17124837256204092,0.0,0.06638299507157314,0.17536701390868234,0.0,0.05694754625831335,0.1524631678845383,0.0,0.6594761556195972
68,3,3,1,0.11948724721846649,0.0,0.15915718964160783,0.13218499031970607,3.3981829749774546e-06,0.45800647013965706,0.23802512861655944,2.450509455867517e-19,0.1646644914318176,0.28008421391005595,0.9999966018170252,0.07927426007969794,0.1375024451238534,1.404231093465152e-63,0.09260283980772341,0.09271597481135879,0.0,0.04629474889949628
69,2,2,1,0.15089393164923365,0.0,0.12376369979745301,0.13204929243300925,8.500637290359111e-45,0.5352703686130915,0.23141588625049597,0.9999999999646132,0.12118649165470194,0.20131581318125663,3.538667929732012e-11,0.07551052301539889,0.17188251165130508,1.100736580902732e-63,0.09576728683003488,0.11244256483469936,0.0,0.048501630089319604
70,3,3,1,0.14686298331095848,0.0,0.1309491303491257,0.1479685136628759,3.267370047609666e-47,0.48965423115851836,0.20427994408165165,2.345111590289699e-12,0.1535963855663464,0.250251299798563,0.9999999999976552,0.08187609544289368,0.13900643038334445,7.420265949872602e-125,0.09559932754727955,0.11163082876260656,0.0,0.04832482993583652
71,1,1,2,0.0978831227395758,0.0,0.11611065371234165,0.2362621191446769,1.0,0.16013247600106417,0.15249325602413452,0.0,0.4855839500090735,0.20457557704392712,0.0,0.12369514547520766,0.15153018256822234,7.87621099107627e-19,0.06248997020873619,0.15725574247946333,0.0,0.05198780459357679
72,3,3,1,0.10060155722343499,0.0,0.1528221569776328,0.13913925970236538,9.909426220878966e-12,0.46654373462808485,0.20440743463097827,3.1339445230613926e-19,0.1765174946913941,0.28897504425731974,0.9999999999900906,0.07592796212554208,0.17254942448743102,2.781773347788855e-24,0.08073145905890655,0.09432727969847055,0.0,0.04745719251843977
73,3,3,1,0.1256199819220376,0.0,0.13220754396437503,0.15337013791062407,1.149587071490493e-10,0.4641111733724187,0.188009667577116,5.738887404471588e-36,0.20026147911791464,0.2725638320820544,0.9999999998850413,0.07646719284897897,0.14904988648115697,1.0160118895338744e-92,0.08045455010236215,0.1113864940270108,0.0,0.04649806059395036
74,2,2,1,0.19003319454123901,0.0,0.14405050815661063,0.12899732240785278,1.2933850675600832e-85,0.49226118950179737,0.23016840076621917,0.9999999159810029,0.11970498197601856,0.20460052493608166,8.401899714643325e-08,0.07164748033743899,0.14536542999217172,2.7378730120625878e-111,0.12536895628744493,0.10083512735643568,0.0,0.04696688374068954
75,4,4,0,0.09786396215170226,0.0,0.5357054694316326,0.16456306295826442,6.11751172691716e-28,0.12994075722838125,0.14702583437387404,4.0825605583778275e-108,0.12587537141452682,0.16528850884076285,0.0,0.08278787278552222,0.307432533552532,1.0,0.06892518205056553,0.11782609812286447,0.0,0.056765347089371684
76,3,3,1,0.10218359191878922,0.0,0.1157787973954403,0.15795941439238495,3.9861234697830215e-08,0.47411073118623553,0.17649584720455408,4.578306359719862e-41,0.19269030803791953,0.31934995109500675,0.9999999601387652,0.09067314683414035,0.13347724661231794,7.953785239465099e-60,0.0788736941580598,0.11053394877694704,0.0,0.047873322388204576
77,3,3,1,0.09771307688859919,0.0,0.14657979370249738,0.1447688537684713,0.0010427876704340268,0.45490244761564147,0.18702739542741076,1.1469205357894363e-11,0.19396705973932463,0.33545751191616474,0.9989572123180969,0.0785299056931539,0.14112363228122277,9.639420320349636e-42,0.07920609138400939,0.0939095297181313,0.0,0.046814701865373266
78,2,2,1,0.1994272315806998,0.0,0.14286895388221235,0.1306981765213156,1.005320807723279e-72,0.4922611605480352,0.2446961084189144,0.9999999510934824,0.11151427329998218,0.19812839530400542,4.8906517434857726e-08,0.07853178702951494,0.12327556721621497,1.2132353753280728e-101,0.12888542550355384,0.10377452095884979,0.0,0.045938399736701406
79,3,3,2,0.1076442923076997,0.0,0.1446340680905412,0.1693726483270101,4.998907810119633e-07,0.19764014451476822,0.18062966117155463,4.4198886785343765e-45,0.45803618172738186,0.27781098464780984,0.9999995001092189,0.07807747306753339,0.1548147859185193,7.130801797982246e-59,0.07422299239276448,0.1097276276274063,0.0,0.04738914020701097
80,1,1,2,0.09475467803003595,0.0,0.11150612894903628,0.27370929810157035,0.9999976750575508,0.1542990054521448,0.14465402079221323,4.0086673138239974e-112,0.5119325553180559,0.17665006968310076,2.3249424488552235e-06,0.10835496542391222,0.1480991082219112,2.2535730489578153e-17,0.06030215927875136,0.16213282517116842,0.0,0.053605185578099436
81,4,4,0,0.09798772703598153,0.0,0.49054529557691817,0.17138203686438103,1.4102787633220356e-33,0.17825640996557285,0.16282814647526037,1.9051771368827292e-54,0.1321409505550409,0.1992453120978853,3.4704621577693074e-132,0.08675021677699071,0.2410539887429985,1.0,0.06315846989407918,0.12750278878349336,0.0,0.049148657231398246
82,1,1,2,0.11459745656747332,0.0,0.10447118897009328,0.24518886524481023,1.0,0.12275055763435465,0.1615930434303575,2.986764525993648e-115,0.551519248069608,0.18097207483165867,2.2979998060840005e-299,0.09307002834990372,0.14721551229970717,1.1209018073915366e-45,0.0696058403079996,0.15043304762599316,0.0,0.058583136668040804
83,1,1,2,0.0908282731677638,0.0,0.11585536599392954,0.2449566421146814,1.0,0.1262562039060324,0.13164846236507508,0.0,0.49360057915336514,0.16228559558806227,0.0,0.15289190955783702,0.16642759541267327,1.2172894517302485e-40,0.05737005997654752,0.20385343135174422,0.0,0.05402588141228846
84,5,5,3,0.09095090238061142,0.0,0.08315552866853948,0.1729011867088372,3.3950527555545936e-14,0.09342599110868002,0.11902488364263099,0.0,0.13383585455232225,0.1370728740058,0.0,0.5832037727608503,0.12589785596116237,0.0,0.05507644089343773,0.3541522973009581,0.999999999999966,0.051302412016170175
85,3,3,1,0.10148617885057004,0.0,0.13186088065016513,0.1446635882587088,8.472515349113221e-08,0.4822837315366164,0.17470022368578225,1.029469192658765e-34,0.17643223704403416,0.3209590698260198,0.9999999152748464,0.08481538520945844,0.15225410051065694,1.8407001213919843e-53,0.0765359787300242,0.10593683886826218,0.0,0.04807178682970151
86,2,2,1,0.1522048789869902,0.0,0.1379731596559832,0.1396621708683756,1.7441049961472007e-21,0.5162128181586894,0.25516395988572693,0.9999952327561319,0.12458840392592878,0.19800488012075812,4.767243868046886e-06,0.07786812141585325,0.1452250770666824,4.505741470707854e-23,0.0951698234394212,0.1097390330714669,0.0,0.04818767340412426
87,4,4,0,0.09303019145111185,0.0,0.49754714061048505,0.1502796624506359,7.588525092381633e-42,0.15812433420137353,0.1617707150452324,0.0,0.13773043521157657,0.17542133225599227,0.0,0.08337359243676305,0.3099148118496572,1.0,0.07129208228280963,0.10958328694737034,0.0,0.051932415256992034
88,3,3,1,0.13212149898080927,0.0,0.1582223024300162,0.1364967280821343,2.6837339937931693e-05,0.49355892696410325,0.2138864464224969,1.596856078130426e-07,0.13004999572488204,0.23622329602828357,0.9999730029744547,0.07297901581751633,0.18051880033269946,1.9713598773589703e-28,0.09644981086065309,0.10075323015357647,0.0,0.04873994820282908
89,3,3,1,0.12108445577800982,0.0,0.12723137351386668,0.14606023490699846,6.439224434667072e-08,0.4935681483423689,0.2160778395535179,6.2562713468661895e-22,0.15777990170488088,0.2705674624199197,0.9999999356077557,0.08400004397322464,0.13841655815831355,2.4180145372260757e-45,0.08928830488997581,0.10779344918324074,0.0,0.04813222757568313
90,4,4,0,0.08869476178895401,0.0,0.5000202545088446,0.17340255483951553,6.971515136247321e-33,0.1677991728684097,0.1424584077675901,7.980354774837116e-60,0.12620964924280284,0.16173147536465649,3.7745105004154525e-46,0.09204246578464147,0.30639326298024006,1.0,0.061946517839680935,0.1273195372590438,0.0,0.05198193975562037
91,3,3,1,0.09333276421706767,0.0,0.1366335787632313,0.14591709544405088,3.1350874936237005e-08,0.44917198831255806,0.17947880906909447,1.7985378725993533e-26,0.2138906409012809,0.3255274257387343,0.999999968649125,0.08108035527178638,0.15713080822465603,2.2705842504396456e-33,0.07332258530937828,0.09861309730639663,0.0,0.0459008514417651
92,3,3,1,0.09387700029962452,0.0,0.13493980455429405,0.2057145276903425,6.471116085395913e-10,0.47311082363896917,0.1601730200207467,5.980541220814933e-84,0.1816381364311925,0.25451234235264986,0.9999999993528883,0.0953162549473,0.157295043313772,1.805533347486488e-48,0.06599088982543198,0.12842806632286444,0.0,0.04900409060281236
93,5,5,2,0.11480474521290866,0.0,0.08995489549878155,0.21116436098815902,3.340695119621185e-31,0.09613263725526515,0.15386696992643561,0.0,0.5618107262475153,0.16030008889040084,0.0,0.13309126225596116,0.14600928857558532,4.794029000782125e-274,0.06542558545310995,0.2138545464065106,1.0,0.053584893289367004
94,3,3,2,0.10122910968846065,0.0,0.12903779145760594,0.19338343378802494,0.006430818275827519,0.17903048050158094,0.17575896883542863,1.4572629969837123e-31,0.47309583534071076,0.2541738216944672,0.9935691817241727,0.09292216596206088,0.15767162675177995,7.367874090839715e-52,0.07573756695746776,0.11778303924183875,0.0,0.05017615978057387
95,4,4,0,0.09696777281493714,0.0,0.4908409056507162,0.15040021406811707,8.031748108909182e-43,0.17967599561783532,0.16497000819365337,1.608081762217607e-33,0.1330775215560656,0.18975559540884557,1.941825861549814e-185,0.08016727545317953,0.2855839552332529,1.0,0.06711437354825164,0.1123224542811939,0.0,0.04912392817395175
96,1,1,2,0.08669624647800349,0.0,0.10179758497235096,0.27453401006336436,1.0,0.11476922889052028,0.12521822333576882,0.0,0.5175788358657101,0.14776699688003167,0.0,0.1576925119302037,0.13650365673003756,1.2101241279740983e-121,0.056649636410924284,0.22928086651279425,0.0,0.05151220193029053
97,5,5,3,0.08469832272957782,0.0,0.09280758555662855,0.19474262019864358,2.738608068320781e-11,0.10779224633327056,0.11630580886715904,0.0,0.1566443496697943,0.13849446712504196,0.0,0.5374063109897448,0.12679968859544927,7.644172534298417e-168,0.05463145602037746,0.3389590924841283,0.9999999999726139,0.05071805143018432
98,2,2,1,0.1407825239237202,0.0,0.13471861919285916,0.15341522947142952,3.981091269675489e-42,0.5119756595948902,0.22999481296148733,1.0,0.12502528282524172,0.18594531871783856,0.0,0.09308592006016703,0.15537526085651468,1.5504753698616896e-68,0.08709261663440712,0.13448685406900965,0.0,0.048101901692434786
99,3,3,1,0.11739387671912983,0.0,0.13810327430400285,0.13577060207533498,1.5924997683742162e-05,0.47770700996818527,0.20968458726088254,1.2431182233498695e-24,0.16953031820149275,0.3041840899754342,0.9999840750023163,0.08074966222728687,0.1327586430544393,7.861230891314382e-65,0.08697865461909625,0.1002082009147791,0.0,0.04693108067993604
100,5,5,3,0.08293947191304123,0.0,0.08918156196743275,0.17589852581116636,5.820638251415348e-08,0.09855581243021308,0.11218566683082326,0.0,0.15563380194855983,0.1317972690849301,0.0,0.5552018804702732,0.12376432502619726,0.0,0.05430909017264358,0.3734147413338419,0.9999999417936174,0.04711785301087755
101,3,3,2,0.099526881767072,0.0,0.11814822807241249,0.20719053890122968,6.761341341999628e-05,0.18996951760778616,0.162222504320622,4.528938525960672e-77,0.4738908861506435,0.25987661462501277,0.9999323865865801,0.09649957764645321,0.14559413162861154,1.1554936097351784e-65,0.07166882055609185,0.12558932875745213,0.0,0.04982296996661275
102,1,1,2,0.097385104807342,0.0,0.09801844193030528,0.27166908043685994,1.0,0.11840672290176775,0.13735246010144084,0.0,0.5372426146105482,0.16572894221082188,0.0,0.119972600227165,0.1420681302848293,8.0201636271598e-67,0.06362264194599238,0.18579628215870608,0.0,0.06273697838422135
103,0,0,4,0.38173532838039154,1.0,0.12852378942141818,0.09921570914123552,3.4542718380794084e-94,0.13627598461033769,0.18753795672683107,5.950800519688304e-84,0.08916567432221006,0.13704901727136215,0.0,0.06474066303771092,0.11280462684534771,1.5968544159143847e-105,0.535087634701251,0.08165736163483196,0.0,0.046206253907072156
104,3,3,1,0.11724912505171428,0.0,0.13312364738915478,0.14423306985845832,5.354113802594044e-10,0.4821417918515071,0.2227438527367807,1.323876128389404e-08,0.16901162641512785,0.23931756355376047,0.9999999862258271,0.08309651147237708,0.16923345918824048,9.06848135028834e-22,0.08474762497654739,0.10722292961104572,0.0,0.047878797895286006
105,1,1,2,0.09388002071463972,0.0,0.118091664731809,0.2740128456581523,1.0,0.12480544546614983,0.13627634877538808,0.0,0.5214223630592681,0.1648694746993193,0.0,0.11546255442946991,0.1676510958449327,7.6748169106566e-18,0.06033637605099613,0.16331021430756776,0.0,0.059881596262306935
106,3,3,1,0.09781594747472071,0.0,0.1570863294835748,0.17838330818958306,7.9926805484976e-07,0.4468514297104385,0.17586287905567854,6.745701907011438e-28,0.1892972398057703,0.22975632579752475,0.9999992007319453,0.09162438127951364,0.1978941930408235,2.7108662720591626e-20,0.06857048463480381,0.12028734644166936,0.0,0.046570135085898925
107,4,4,0,0.09987543541552638,0.0,0.509097327595607,0.1508932327446345,6.249625869852438e-30,0.15570766813471865,0.15837397652805413,0.0,0.12404895196458764,0.1730887783811275,1.172294967712997e-08,0.08806084437394836,0.2974661200851642,0.9999999882770503,0.0695957812274598,0.12030245684549333,0.0,0.053489426703678504
108,4,4,0,0.10528634367946692,0.0,0.5183100575878917,0.15788508329558723,2.084927049615426e-56,0.16406375032056675,0.16240972951567065,1.3506062507518762e-50,0.11741329958251362,0.18057505990931264,4.163795238597872e-25,0.0861225251673907,0.2614495324171153,1.0,0.06394848955735499,0.1323942511828473,0.0,0.050141877784282085
109,3,3,1,0.13467307280210505,0.0,0.14245012238607874,0.14237430781979768,5.248338612232286e-19,0.46576480224107203,0.21770516452793248,1.2072567085873642e-09,0.17014658904581545,0.2679360905467252,0.9999999987927433,0.08063575203830334,0.13446775279436776,1.372992470273458e-85,0.09431026248804866,0.10284361150907201,0.0,0.04669247180068179
110,3,3,2,0.12215589818564537,0.0,0.13313197969111445,0.18389923890549806,4.223586528062043e-12,0.17532814865714494,0.18651102322360028,4.943815469731843e-48,0.48216031736431086,0.23785617902750958,0.9999999999957767,0.0832096324192489,0.14860826884284897,3.0749286595744603e-58,0.07696626563620847,0.1209693918148977,0.0,0.04920365623197244
111,5,5,3,0.08518070775152436,0.0,0.09383078873122139,0.19076394312126377,6.994033133530777e-08,0.10199318084597922,0.11532922215374061,0.0,0.1657241985501198,0.13700800279697437,0.0,0.5350287050546775,0.13323187135974274,4.162688935077e-312,0.054340459487536234,0.3384862528167541,0.9999999300596687,0.049082667330465846
112,3,3,1,0.11492461389068494,0.0,0.13922766230890027,0.15290666476386716,2.5501405890643273e-07,0.48003023607839607,0.2173966301212222,6.906659717799408e-25,0.1726910349348019,0.2594908095792264,0.9999997449859409,0.08073965016870625,0.14646759282732114,1.1038126739110214e-41,0.07968614244129255,0.10881368881767817,0.0,0.047625274067902866
113,3,3,1,0.11249210496306403,0.0,0.151465493675776,0.1341260902784055,3.57921156038187e-15,0.4852656698828622,0.20951034100155938,1.9923816554904454e-15,0.15592822553368516,0.2713736052562857,0.9999999999999944,0.07700976018141155,0.17186821847882985,6.261164304542831e-25,0.08287620474214069,0.10062964002185555,0.0,0.04745464598412443
114,2,2,0,0.1299968491857611,0.0,0.5024774890536374,0.1427694616251801,2.315475748542034e-34,0.15046450382515172,0.2503138585597197,0.999999982722999,0.1275960617691673,0.17815103383429845,5.404112838601592e-09,0.07451087073483194,0.19669608780483108,1.1872887971494119e-08,0.09466558765250119,0.1020727089902096,0.0,0.050285486964710524
115,1,1,2,0.09451638290729296,0.0,0.1471115256249812,0.24612340183274636,1.0,0.16675550604063674,0.16173809369999406,3.469979755256655e-25,0.47086352457058545,0.19633610161792722,4.360506990306461e-42,0.09553438509843473,0.17424766632200006,1.563460986565546e-20,0.06836635842250297,0.12703835362003932,0.0,0.051368700242858674
