mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_delta_mfcc1,mean_delta2_mfcc1,std_mfcc1,std_mfcc2,std_mfcc3,std_delta_mfcc1,std_delta2_mfcc1
-237.71866170242603,158.86237878021274,1.7551886788790045,0.0004453905210367277,0.0002836765650122327,82.45983995181794,35.9226368616002,23.359647293219556,5.466544729806904,3.067556807242921
-235.8437244865099,147.083847112642,-8.683155704544196,0.00016808092245537652,2.3599337957908985e-05,97.00935922427574,31.501939900374555,21.783388118168002,4.42374409396118,2.019746749539676
-150.18066295874812,126.28624116837452,-45.66007227126532,2.498644543859724e-06,-1.3216793988290934e-06,108.30337039073132,35.745359870220256,28.293078085749137,17.487113841341678,9.32052589143732
-250.22952076105963,91.38764727546018,-51.73082091670024,8.689743106306445e-16,-3.542483887044361e-15,98.55777794233244,32.53701079606688,25.438076815070687,7.630486144662972,5.091499274287462
-254.27760420761146,204.5799740739894,-47.36758184884564,-0.0023664470399814537,-0.003782116934553695,40.442019138877,16.82140755601966,21.12245717762614,5.716418490108979,2.725376525542271
-186.38540886796986,125.59658245832253,-28.13823877959575,7.779164956222507e-05,-3.1944550985337985e-06,71.22581447209622,27.767527255415978,18.53593885460245,7.3863193891682375,3.773040599839131
-274.45199584143006,166.65253411051927,-64.70450817098877,9.479715678164758e-16,-3.4890069774934363e-15,77.58343151905918,31.06977465166463,25.552740603264855,8.5364474610305,4.031910640830656
-144.20637682320756,125.39117016353461,-26.56589258933822,-0.00013009577192156526,-8.957517947488772e-05,104.47733191530583,38.74995489706746,23.13846746442851,11.6770797476744,5.356924474410379
-262.47935604708937,196.66309364508712,-67.14680301749611,-0.006490227660362467,-0.0012557788034520685,50.71987748925449,24.565931927543534,34.38741145940916,2.8217260971320246,1.4380862728109003
-190.55742535587584,192.93360966162535,-15.213036162732072,0.0002631318058641681,0.00017047940748547052,52.64216519512984,31.00004872339608,22.203714195862705,4.3735253158720315,2.3780830479121184
-183.53098410685004,119.3190690118757,-55.60060715805079,5.893313989271817e-16,-2.6984086598199625e-15,76.15344063753578,38.445577949894115,24.076799809689266,10.863492566889017,5.141415672389557
-236.78548678948056,129.07167511550236,-36.24598961966347,3.063430760474327e-06,-0.00015442680613665717,99.52003611039403,42.70595678664383,28.340978058543037,8.423314061862209,4.158563951451632
-179.8175673608692,127.64358911213154,-56.67462015851886,6.287238364925615e-16,-2.496707826238502e-15,66.34382675803288,29.896815881687004,24.008831358822,7.393683756683155,4.4134686084492945
-180.75228996101436,117.94978938528689,-51.41017149103519,-0.01343421342295487,0.01191562550210515,71.69468114955961,30.270074690974738,21.1645690394044,7.585288276258832,4.219424708489452
-188.46061158391197,134.5937454924725,-43.96769304074375,-4.5662602914253845e-05,1.9934708059632765e-05,65.92486778788695,28.283537867068755,21.815435665223582,6.85271892491137,3.437815287795133
-291.66906055850643,131.82035201258918,-18.689758732072978,9.715546216020303e-16,-4.908238675594567e-15,144.81670278961067,61.56482829971734,23.93408030066308,4.670210864562283,2.073666521430805
-234.523617970015,139.56380725669374,-2.6071943270148927,0.00052141555888802,0.00033298841488005126,111.98821393133518,39.78404289035528,28.963750692893132,5.25265514434124,2.3706027863383388
-242.42585055079795,200.31277828563685,-60.63207987853724,-0.01277490836093461,-0.004696412940871568,59.06391413077194,23.091497540497723,28.764910682556472,8.669168581735416,4.361413311949373
-292.1587568930901,123.4043474218812,-62.468956901079466,9.97400835092272e-16,-3.723044455215906e-15,75.61224827133842,32.731976103994256,23.826008494170626,9.377159805985965,5.410959910492412
-181.30320967819586,102.05263640283285,-0.17102416392569433,-3.838494911994502e-05,-0.0003018990232531764,101.43177695764349,38.81267117716135,30.016719004819247,17.491510152284917,8.34727845300089
-202.21138410882185,110.50203299454493,-69.01847152769304,7.057503096707817e-16,-2.7225629555923104e-15,69.34098318711023,33.56515635716776,26.53167577522856,8.182912848534569,4.180971266817799
-213.54596209433265,141.45606027317118,-42.272760071469655,7.115560275715154e-16,-2.9504618142195995e-15,85.75458150581582,31.249517164878615,26.439257691066928,10.902166183376654,4.977740574789157
-228.63566870566459,183.54724498080031,-39.94463712797915,0.00010647909210660852,-0.00021852058160593116,62.814143443652846,27.952066931878424,30.634820417079577,7.377366645899564,3.455755522021203
-241.780558176318,149.2503089452195,-19.799927025520205,8.08459647863689e-16,-3.4305568013254816e-15,93.8946152196949,38.95905484234704,31.003068944843715,11.09372240750722,4.921663861559083
-258.7238855178928,139.170068399199,-57.79458058407702,9.081692655475346e-16,-3.400649019260975e-15,78.0100912681367,31.88584261000613,26.505787943253964,10.404334460082444,5.574483107494533
-274.5630950593197,228.15815566331176,-20.27520508468495,-0.010798066676036926,-0.005219882771248153,29.80058623606509,19.273880925579753,16.074764605193078,4.073653726775261,1.9903353292902535
-300.23649619334697,146.71681764804003,11.90592081101109,1.8337370367404288e-05,-9.509088625920413e-05,67.67670596057947,34.02939755601669,16.655610529166996,2.421691269932272,1.206500256382548
-262.036636886083,195.77277862259768,-44.82603717931714,-0.002552260375080332,-0.002574215250911839,37.57779935944886,34.41491924908819,22.990514297285774,5.666993591835049,2.9243920314392184
-289.6756286006788,197.72887763777334,-40.27947558108505,-0.009320523080916696,0.0003047242195625526,53.49291730790527,30.17564049388109,27.270148656252328,3.713916498068283,1.8955098814107918
-237.3081320990762,139.63762401280752,-46.65350543881179,8.4678528429466e-16,-3.1679053521561224e-15,73.00313921932785,26.925064724683462,25.654598641182837,10.968939720544371,5.958557631675818
-249.58405987283828,129.5922101667627,3.3965793466976018,0.0002780676500516921,0.00013985947850636552,118.95545167823329,41.035188635333206,17.25174067338706,6.800814068132983,3.352639213162122
-209.59829620167716,122.77819854763368,-24.613982074831135,7.072599574648818e-16,-2.784673568740981e-15,93.88251280381678,34.55924213682378,33.554278716388175,10.338203551281003,5.011182893651678
-249.71496732798624,115.09544780520885,-50.38658268268095,8.628865865719901e-16,-3.4339998382387625e-15,75.26470061376483,31.015989029905587,29.84115056842537,6.391592700893291,3.262008794081488
-264.43887788179586,130.5621029120919,-12.473621297217662,9.17336751256782e-16,-3.6761394439491386e-15,131.4192223465075,37.1767793294259,33.81715172641726,9.09583086576429,5.032470676729487
-210.63835563101836,149.44367908234213,-6.940869963789513,0.00010502052313222383,-9.965966905622165e-06,79.32851840237147,30.146842064297687,22.680343977228944,4.414149249897619,2.214461778990584
-182.49578843899695,149.3339229049323,-67.4410849641819,6.434419618253422e-16,-2.53426304065588e-15,71.80041260930098,28.47516478446497,25.50913947573113,8.38527444331237,4.064529340202818
-176.7258215089978,119.9197482027678,-53.19833577790961,6.071941607630641e-16,-2.5447405120833725e-15,78.52590503093536,33.232155888931196,24.018521963152374,8.616367209659694,4.288052666935811
-292.2206344029644,198.4455876643472,-15.109803937267678,1.0609927436518027e-05,-8.946371680859412e-06,48.13049269940556,33.22740835441545,26.659562888730584,5.220922102460347,2.6008508927431695
-200.1800900025669,109.50763404276472,-56.91659395070533,6.8977487445587e-16,-2.7609648745873328e-15,80.23352281631124,30.18463508046664,25.720823375978064,9.004760864447952,5.203445731514332
-238.4396635973783,164.54396202873482,-56.00763413374053,-7.697775510356041e-05,-4.580869119115521e-05,81.18724487417265,35.39202678027263,34.965556555859365,6.010222265847844,3.037848958929521
-181.59148724827833,139.560907771196,-38.008111285242165,5.996638746650759e-16,-2.365677143895761e-15,81.0151700274391,34.97863071165818,27.9713989801402,10.172845302315157,4.976686473609464
-229.9746146164702,145.89241556783165,-26.282406158938425,7.770393745431169e-16,-3.192802096031985e-15,79.66346634009007,35.29531809408547,22.62121444719584,9.337656627897537,4.728604234452768
-215.01596332497877,131.07768541076038,-51.513040260796686,0.001955387811936457,0.0008705069266582633,77.90837887645557,33.55185787464411,28.167271593691684,8.824843633590312,4.448787405353604
-186.0156061111509,114.612566766473,-16.863101655396324,1.2790968278735315e-05,-4.097173824259957e-05,116.65611168847724,36.63614751767975,37.23173375189218,16.22888596799664,8.576986210031126
-161.75892290714157,134.65586720761024,-13.36050768637665,5.541181164499452e-16,-2.2310465035033306e-15,133.09418909840326,32.31769710498609,29.720913735267434,4.814769523117506,2.264938683905164
-258.09446329238,183.75582551956,-64.22122673917457,-0.0023300526257420216,-0.0012982077632182193,60.980727969722345,22.713413260565286,21.49236225935934,8.396102560237988,3.394108768749912
-167.51250355227182,154.08344326304385,-36.472510083093546,0.0011016644350628907,-0.0010551902072618773,64.78741377638947,28.297050255366745,26.080303913822263,9.42849692969139,5.3327017811621875
-222.29108444663538,141.26279493477108,-36.23332826258646,7.825573743430351e-16,-3.132776884658413e-15,65.162612313173,27.976236683831534,26.567466773036116,7.412089606195208,3.8802792306105856
-200.78828066687274,127.4432968326648,-73.37617364038488,7.173871952247444e-16,-2.7603851426460288e-15,83.84007408639204,33.496302492482435,26.74107004637231,9.258914322261486,5.213918041865917
-273.53560536183426,207.92999441561182,-42.36699864956442,-0.00013111343974643602,-0.001219569781720092,35.73968780403868,24.619844613083004,26.65244894091742,4.516230713500437,2.2234802475377347
-225.40804262109424,177.45167048180394,-76.26178721561739,-0.012396371800827803,-0.005863670170000434,29.25329779585603,15.423726919812546,17.3907989188658,4.444078249445353,2.134492903405462
-260.2903615668327,144.35450437489072,-71.43215223297054,9.0018937341849e-16,-3.496198980778301e-15,83.92964204535686,30.861953963000683,21.076706397402862,10.527379600894236,6.05201927842387
-117.9356570354444,124.28064251007822,-9.354644455098903,3.6098785390930205e-16,-1.6189316587277247e-15,79.96759400244271,30.484186233225,26.84386407116086,10.25832979888861,5.996619206315527
-207.0001264402632,132.38199849512552,-46.562592002039125,7.09614089163271e-16,-2.8538270589454293e-15,75.19503472053947,33.69413497681253,24.010639040852073,9.568434952688836,4.779820918034715
-211.2488402099534,146.35286940540337,-22.08693017502223,7.026445392138992e-16,-3.00410035853741e-15,73.62906819125432,33.70475746852345,20.672314198622527,10.199532991569754,5.19020019988541
-192.7110486549727,145.7297051601653,-53.890254732224086,6.568865492492294e-16,-2.658999147818666e-15,67.80924748630156,32.01343270298583,25.120081452038637,6.691591252870808,3.34858705636272
-188.16646877767928,141.46165605329136,-27.442632253860324,0.0007618637971433632,-0.0005771939703790573,68.42539304007661,30.245013270372862,26.39631885317077,6.575114690218024,3.388522570810796
-193.2580495713164,133.93014249781535,-42.259551777299,6.631572787620207e-16,-2.630112056003579e-15,80.86459884060994,34.091532082429914,24.04915877083331,7.586514990087794,3.8508958591686646
-207.78507367770436,177.85915827403667,-93.96170464569158,0.001160474781597968,-0.0032268279493198994,57.31012767197855,18.899047621756583,22.70071777636954,5.7318609989645735,2.5615950109093957
-149.53795462029873,166.52277007053715,-84.65978932874528,0.00012911264321327056,-9.995610524587246e-05,68.65275149902892,31.40967706521848,23.08497166926736,6.4135739521750335,3.899264966448118
-202.5005222950158,152.7082486392682,26.270365653964884,0.00011782891627657085,8.447700915522155e-05,65.9347899320219,41.04126226183148,17.091729660721356,7.529047194343644,4.025047196356116
-222.41493904414222,137.58852762220596,-32.72448409248205,7.73067875937918e-16,-3.0877674006609323e-15,83.13558229531417,35.67366410791193,27.238137558147905,8.733494717447916,4.61473587683697
-260.3187686952019,205.58683492618803,-36.758847632647104,-0.012878659734206897,-0.0032396276002827165,48.37749843212814,21.802734957326514,26.227292905952268,5.17658611584325,2.625668876856482
-239.59068944796036,132.98585177447552,-57.246320329162245,8.41388600853452e-16,-3.4200562609863156e-15,79.05501324990576,29.243852149200144,21.044451039816867,8.80138977550993,4.422286019114309
-244.68088067322736,127.96464507526484,-54.0855118760586,8.610493464390671e-16,-3.267526487782134e-15,81.70497105942152,32.85334990105695,29.99486851060688,7.449914611695599,3.6519941509114537
-263.8328156901211,206.5725589262266,-54.34601067373997,0.0007299335568687524,-0.00019903444052394266,82.82741254354224,49.194027364697156,36.82569551819638,4.970518650818481,2.4812449690437237
-301.25544653463226,185.06764900610213,-30.249599691422052,0.03609100292616885,-0.004924425831104831,65.81300084498524,34.25539018819098,30.075021389679264,4.559845260888135,2.2142613425177875
-221.2811296514515,138.51859045460287,-44.23813594134027,7.484555746924374e-16,-3.051070240048308e-15,89.66003169582825,31.700475015525523,26.345345227104108,10.681849268414853,4.840686239424933
-137.00079739468254,106.01533563518882,-5.188291967573642,4.074180073835019e-06,3.3620763073481874e-06,85.59085565463776,25.076742019637607,20.733669977671806,8.9599301816495,6.089064151062132
-264.31841400059307,126.80682877619259,-56.79960740251392,9.14416538255335e-16,-3.74378775671071e-15,80.62563300473813,30.733177937510135,25.851061073718792,10.976771703029808,6.620416539673198
-210.8700314246646,182.3280449018289,-53.27991363131197,0.0025293276310674154,0.00022415998348659734,52.37243793024723,20.95055530775308,23.906399601777853,6.720853250236736,3.640230257318703
-191.95582344410985,122.97186141730597,-43.31418637947405,6.69926591630934e-16,-2.6437383914774715e-15,82.15019840752556,34.40368984750371,25.179199299633034,7.370941721799737,3.733209384576564
-260.5649002893547,119.76566702713126,-71.73171665869108,8.873577519972461e-16,-3.588131969135282e-15,90.15182173077241,32.273134371749,25.124175828195575,9.700815574507214,4.883402761354994
-257.0204504806019,117.44387831491433,-37.76624009836942,8.862461968871446e-16,-3.542891546167849e-15,109.15254601985619,33.907759256349905,26.32977663393102,11.40483534153038,7.178787611864836
-291.42415469941716,141.26356051473107,-4.057863278719184,0.001308920510686555,0.000562773669845408,94.34313963225311,35.7048668574865,19.694442446564132,4.0081712213225575,1.7845199948668797
-203.06487857808904,146.2193929316433,-59.79085781168558,7.061474762627856e-16,-2.812148777961636e-15,64.46710962985318,28.81534424047817,24.220949003145606,8.884408212245544,4.929749232395926
-205.46136694256055,131.41488458632423,-53.88419529267941,1.885369532500173e-05,-0.00010057098610990682,72.70489617280383,34.77661164605615,26.522932605333864,7.911333998884669,4.288209460572667
-179.3201778270875,141.35548773258628,-46.203826985202,4.38398564459365e-05,-7.832747124661134e-05,87.66093442823792,28.136196781396894,31.520310651644905,12.381854784107045,7.574236990744677
-240.92029000774798,126.4188266347087,-68.71882763718277,8.303052418382982e-16,-3.2891068062784687e-15,86.09797229631698,33.09115164073463,27.93911437709874,7.759503340892428,3.6291613092749433
-193.69603284750752,199.75350317227748,-65.11294264397529,0.00017468481684651614,-7.468737606705723e-05,57.333298733857475,26.379067051870855,30.892726218703444,4.317471265673892,2.0307007293008335
-161.64080360015316,144.401238520077,-30.395339428183398,0.0003981641869968498,0.000247343530004583,72.18513189886527,31.05208342413974,19.261866693655673,4.230562873558208,1.9683275634541606
-246.44210024414645,187.06850824312596,-72.79091278666448,0.0008976241679194461,3.959941997258367e-05,70.38862496761382,29.60852159228777,40.14895961343268,5.531402463173272,2.4979502365984225
-279.3626513092036,197.77292672110056,-37.29886390150747,-0.0006552701931140742,-0.003088684890260569,48.454415534167,31.23186214879941,19.766082744867898,5.486167543343531,2.5762316445502713
-237.88012099522066,203.8066837472027,-74.85299577110756,-0.008759505144784095,-0.006863371915876748,35.40345389579845,16.758708295320226,21.95070162434745,4.466948487928284,2.1144701251885345
-200.64401259085744,120.83405353153854,-58.1445381449063,6.949749885064978e-16,-2.8508196915146245e-15,69.17733237237915,30.846102944866946,21.58486193351467,7.883321555596308,4.460970210665612
-106.7344104039712,137.28057455918253,-23.792465739663708,-2.044011379792229e-06,8.066925487533619e-07,76.43652958949471,28.43544184750354,30.818692094101106,9.540211307193523,5.387987943934886
-215.1783154220002,125.61695727753902,-14.463864886880007,8.370227247849492e-05,-0.0010672921885477725,97.28296772844509,31.199248457612402,23.123029810617883,4.766952356980318,1.9578923459601503
-210.83205167703323,127.37672756144313,-31.13303770053012,7.256606663081874e-16,-2.7625722129233105e-15,77.6107351696904,41.58365862386937,20.8046526539275,9.69138059607688,5.042722124128069
-151.57092028611086,139.72914352741373,-57.05751906869375,5.140014364843839e-16,-2.0823215486492102e-15,68.90254031419633,30.819755682396774,26.119217015308365,9.042405949508616,5.081085167757121
-215.72256065640914,161.7296933521542,-4.233164168302688,1.472118683931875e-05,-0.00029973081980256286,77.66675624294899,31.734716817387287,19.393732449313248,3.336732924915267,1.4370603883281483
-200.20845376602583,127.59013417694896,-43.8282192359422,6.848260893827581e-16,-2.8139397008661063e-15,68.34436840050483,31.49545869316138,23.88109445931313,7.570153189690874,4.004139105018118
-203.18060282660278,150.29926779840048,-66.86835844792218,6.993961102529439e-16,-2.716638708162188e-15,69.87820237065942,28.291417666501456,25.5692251103773,5.374847375340048,3.5133760692366955
-271.8995269773904,181.83501585222766,-47.27804768948567,-0.007305173015465169,-0.005382067415285238,73.19713879191521,23.890863399679187,39.21390715779268,5.477755450782726,2.4936166073686796
-262.20857965590574,141.32293556184212,-36.32061084566491,9.156393226821673e-16,-3.6983835710453915e-15,64.22737474902615,29.057061913855513,26.690340758693736,8.35818838266668,4.186957056387613
-177.54053877461848,124.51126088479454,-16.63004278108199,0.00046400600139114007,0.0003027814648824465,81.64920639606109,31.579663760115587,19.71574947882039,4.596398304323396,2.1060178955436633
-266.5178955012622,205.5430391348553,-48.389111851658946,-0.0048175839400471316,-0.001688800755888736,46.77989491398647,22.951736353843376,31.06198324910307,3.9003514989843566,1.9034964668738645
-251.27388725313367,219.76219871986513,-54.478526187095135,-0.005182691922116101,-0.003243316057971608,37.473267154754225,16.22466228835285,21.46632087590463,5.1267070642998585,2.614742954325834
-142.8523116482133,143.31299708231856,-2.8613800303402432,-0.003193579886625612,-0.0028417393332886517,70.56000008614693,25.329546316535996,29.897537207676645,9.138136147747774,5.080711849391341
-191.53653573535465,116.30574251371446,-60.05821762224251,6.619985530699995e-16,-2.630293954631238e-15,77.94236108941229,28.48717793325838,26.612991277378345,9.54104376223728,4.910207591891385
-273.7871635624444,201.35646696973066,-62.71363430209122,-0.012738238798542249,-0.0034991253511063415,45.7372062569047,18.16256574135871,24.346436181326812,3.986807248758558,1.6255039819575403
-249.0004717099916,166.89116196946824,-64.62792756603706,8.654581544998478e-16,-3.3112922175038984e-15,74.47247703214622,29.637271344378878,25.268936180195485,8.548060534495058,4.040323834071469
-299.2428211585138,168.27462727572114,-62.39687787967242,0.0012447268912065578,-0.0039014339025534887,46.81533550887978,29.333667002017393,31.513677888478938,5.291480465638032,2.7326979257256916
-192.36825298963183,111.91119736655881,-9.713345551362853,-0.0006443874797936426,-0.00036070249593924693,113.37725733373844,42.15041816450835,31.795642892206363,14.5327057968487,8.511101725332328
-179.18079559943556,139.63015580015764,-17.536616011085115,6.234107002252802e-16,-2.478888747662456e-15,63.096498396828366,31.398633522024088,22.45312460342124,9.35102987345004,4.823209996927091
-321.7890586724449,176.8662992620874,-24.181390978098023,0.0021809408330334635,-0.00033193770080137443,43.92471372480441,26.79166773348973,26.74831056901374,4.618413250003595,2.433876101806855
-224.38594550471737,154.50863481401186,-19.566465093683334,-2.008137123852629e-05,-4.223544893543202e-05,64.35422009356951,29.61307760485163,21.662101784053153,7.045820998486498,4.2430956013821985
-235.69269012113867,129.0484230487255,2.7272091072786884,0.0015845948487216276,-0.0013197347721677138,87.2545980875898,29.621248201066738,16.90346473479904,5.543473020801217,2.7304896484911225
-195.49735555534954,118.35905310422837,6.240523838211472,0.0001662244519583471,0.00010852166555682043,70.27071199755649,26.277844595411274,15.60862878875312,4.679908176319181,2.0249550957834606
-242.60892658596526,132.61016861271048,-45.974951024222705,8.528285211133296e-16,-3.4516488074491277e-15,74.34597922725985,31.53297927372786,26.406922304176152,10.89187632936688,6.090422392240947
-216.66597087744236,160.63948353621302,-85.30366463722213,3.7913502369711614e-05,-5.975518862848556e-05,91.17689693726261,36.25480050912364,30.1725368587882,7.674972650726957,4.256358927078803
-288.89716085322124,214.32861669778657,-51.99884895461655,-0.008822452420207029,-0.0041691730613243735,38.81013282631461,25.94254709855682,20.00483059084342,4.7005106377335,2.297394830955322
-168.65406363106004,120.39879962013907,-51.98206443768899,5.902881137170426e-16,-2.4173728378898515e-15,76.44616726292848,27.387361659584116,29.592342049635203,7.639376901963139,4.187544941015487
-167.87662139420863,115.05270959901009,-41.865068094351074,5.815337906040397e-16,-2.234170070638649e-15,77.52911465732755,33.0652188221677,21.80412425872443,8.28800399967696,4.147238638060329
-172.66251892903958,144.67929272872126,10.357488899795161,5.867633768288915e-16,-2.391012978543789e-15,91.16706259891092,35.57293547502165,30.13552554709895,7.950443349323511,3.730323408708641
-257.26575439963483,158.3811231616157,-21.02581201435885,0.0002407203294364197,9.484715121361384e-05,59.41088771936438,29.31236279757432,28.948806583490885,6.096173933646628,3.4244798974207735
