mean_mfcc1,mean_mfcc2,mean_mfcc3,std_mfcc1,std_mfcc2,std_mfcc3,mean_delta_mfcc1,mean_delta_mfcc2,mean_delta_mfcc3,mean_delta2_mfcc1,mean_delta2_mfcc2,mean_delta2_mfcc3,std_delta_mfcc1,std_delta_mfcc2,std_delta_mfcc3,std_delta2_mfcc1,std_delta2_mfcc2,std_delta2_mfcc3,avg_peak_to_peak_1st_MFCC,RMS_1st_MFCC,Spectral_Centroid_1st_MFCC,Range_Val_1st_MFCC,Max_Val_1st_MFCC,Min_Val_1st_MFCC,avg_peak_to_peak_2nd_MFCC,RMS_2nd_MFCC,Spectral_Centroid_2nd_MFCC,Range_Val_2nd_MFCC,Max_Val_2nd_MFCC,Min_Val_2nd_MFCC,Max_Delta_Change_1st_MFCC,Max_Delta_Change_2nd_MFCC,Sum_Abs_Diff_Moving_Avg_1st_MFCC,Sum_Abs_Diff_Moving_Avg_2nd_MFCC,KMeans_Cluster,DBSCAN_Cluster,Agglomerative_Cluster
-237.71866170242603,158.86237878021274,1.7551886788790043,82.45983995181794,35.9226368616002,23.35964729321956,0.0004453905210367,-0.0005353074828544,0.0003322849735557,0.0002836765650122,-0.0003482481442512,0.0002141601665131,5.466544729806904,3.3332713209272846,1.817850852927438,3.067556807242921,2.00518288398508,1.07406638084447,86.24536833538461,251.61436232153343,2.5553330455277237e-17,461.200687,-45.292313,-506.493,53.13641067384614,162.87323669282867,-4.55436663608335e-18,234.517009,220.48361,-14.033399,7.175833460128979,5.046251905373242,26.925689548373427,15.159802627388,3,-1,5
-235.8437244865099,147.083847112642,-8.683155704544196,97.00935922427574,31.501939900374555,21.783388118168,0.0001680809224553,1.017966915830408e-05,0.000156886423195,2.3599337957908985e-05,-0.000112971172788,-1.856742887456288e-05,4.42374409396118,2.31592060699874,1.6759533872043488,2.019746749539676,1.2407733914393813,0.8296725981244268,58.07177710749186,255.01583903117347,6.614887652483199e-18,523.550974,-65.715126,-589.2661,34.72722705957655,150.41951435549132,9.547407001773592e-18,232.734084,230.22067,-2.513414,4.393560785025463,3.2255372317412503,23.077098606787292,11.365788479579216,3,-1,5
-150.18066295874812,126.28624116837452,-45.66007227126532,108.30337039073132,35.745359870220256,28.293078085749137,2.498644543859724e-06,3.573866233034438e-06,3.690891451905253e-06,-1.3216793988290934e-06,-1.8454944935450487e-06,-1.7778146858575691e-06,17.487113841341678,5.170520847078764,4.811382210137162,9.32052589143732,2.915036065029538,2.4695870574821965,227.002575453854,185.15898996462752,4.151886323678346e-18,549.55663,60.60338,-488.95325,77.3346367933497,131.24764935300135,0.0,293.509845,218.80273,-74.707115,20.66625295773436,7.64208248959694,61.0939410687696,21.31410264147825,4,-1,3
-250.22952076105963,91.38764727546018,-51.73082091670024,98.55777794233244,32.53701079606688,25.438076815070687,8.689743106306445e-16,-3.214014573565397e-16,1.7781238034308566e-16,-3.542483887044361e-15,1.2854430827391297e-15,-7.119470071738975e-16,7.630486144662972,4.287507822624506,2.7484783878151977,5.091499274287462,2.838113250155547,1.6430663509729186,114.2249399355346,268.9394888320413,-1.3366541802819089e-17,512.499055,-109.973145,-622.4722,70.2813015391195,97.00700565468094,-3.0321553889321953e-18,202.410897,201.9951,-0.415797,11.846660986231088,7.742953803997854,36.10198959895085,20.10461775888537,1,-1,4
-254.27760420761143,204.5799740739894,-47.36758184884564,40.442019138877,16.82140755601966,21.12245717762614,-0.0023664470399814,-0.0025412273959425,-0.0002717937782825,-0.0037821169345536,-0.0030015523828757,3.544977887709414e-05,5.716418490108979,2.440771185931095,2.9644350128572907,2.725376525542271,1.4126123035397409,1.414184480035019,87.80950914772728,257.4736043045811,-1.1681856050427977e-06,438.60751,-134.45279,-573.0603,41.12025809801136,205.27037181307944,-1.001033015902035e-06,248.8786569,249.42326,0.5446031,7.528838644324529,4.526520018081984,26.15924857875604,10.825018483477754,5,-1,0
-186.38540886796983,125.59658245832252,-28.13823877959575,71.22581447209622,27.767527255415978,18.53593885460245,7.779164956222507e-05,0.0001150436863818,0.00012738924985,-3.1944550985337985e-06,5.2869055636106056e-08,1.1390061573803444e-05,7.386319389168237,3.4315918990916225,2.238517247616564,3.773040599839131,1.7938021299291929,1.2919032556733283,110.99002533649288,199.53104341453675,3.2985764382862333e-18,523.762346,-14.797104,-538.55945,56.71095966606634,128.6294565606591,-6.494874468373018e-18,224.69108,206.12135,-18.56973,9.28680093523226,5.364726858256229,36.10299933473206,17.53759227103085,3,-1,2
-274.45199584143006,166.65253411051927,-64.70450817098877,77.58343151905918,31.06977465166463,25.55274060326485,9.479715678164758e-16,-5.738556982434185e-16,2.2906670827672373e-16,-3.4890069774934367e-15,2.3155354840550647e-15,-9.051454066345495e-16,8.5364474610305,2.7502020997392758,2.838130976796564,4.031910640830656,1.374445088231529,1.3806105703581295,136.2159708358459,285.207094700705,4.903993548321132e-18,525.50714,-110.60651,-636.11365,46.21360246063652,169.52403376029903,1.0815817426817334e-17,240.3313,240.3313,0.0,9.64795331797646,4.285441975291427,34.67743152892632,13.185524423077135,2,-1,2
-144.20637682320756,125.3911701635346,-26.56589258933822,104.47733191530584,38.74995489706746,23.13846746442851,-0.0001300957719215,-0.0001838560868695,-0.0001834738864075,-8.957517947488772e-05,-0.0001264885819158,-0.0001259155935998,11.6770797476744,5.159603765255708,3.0670328409864083,5.356924474410379,2.240694458168339,1.5546148666328488,167.03181506494775,178.0758040852769,-7.37165955313184e-06,559.0067429999999,27.711243,-531.2955,79.43763983847185,131.24215999253158,-3.619234357805468e-06,314.062405,224.69936,-89.363045,11.579303095680526,5.991116662709246,48.18999210107636,24.333536312651933,4,-1,4
-262.47935604708937,196.66309364508712,-67.14680301749611,50.71987748925449,24.56593192754353,34.38741145940916,-0.0064902276603624,-0.0034753582560876,0.0021179397355088,-0.001255778803452,-0.0011638751900031,0.0002414499450077,2.8217260971320246,1.7218555523917467,1.9372064957833863,1.4380862728109003,0.9301193276200168,1.035394509193175,44.91614957730812,267.33484307777707,-1.421936244614418e-06,367.65652,-166.70871,-534.36523,30.25602262402669,198.1914665507196,-5.144105464368295e-06,201.695125,254.29964,52.604515,4.390026913607712,3.3522469637374863,19.473646030474605,11.871933329054874,0,-1,0
-190.55742535587584,192.93360966162533,-15.213036162732072,52.64216519512984,31.00004872339608,22.203714195862705,0.0002631318058641,0.000359595278001,0.0003253446247956,0.0001704794074854,0.0002316116839149,0.0002058733794082,4.373525315872032,2.543341368860589,2.586614018247361,2.3780830479121184,1.3760920645082817,1.4875766453718609,67.66298944959678,197.69504271653227,-1.1096913650868254e-06,443.65091,-72.48359,-516.1345,42.29989668927371,195.40824127430588,-3.667995457581692e-06,268.27350275952,268.27307,-0.00043275952,6.587648230699456,4.310432994272628,24.621696612852247,15.8343781174993,0,-1,0
-273.7871635624444,201.35646696973063,-62.71363430209122,45.7372062569047,18.16256574135871,24.34643618132681,-0.0127382387985422,-0.0050909351098977,0.0038549169617162,-0.0034991253511063,-0.003733977361411,0.0007245065815541,3.986807248758558,1.934609708659052,2.162654650657561,1.6255039819575403,0.9728406066921448,1.023163753522004,62.80105137404581,277.581164648748,-4.321270865391246e-06,438.0094700000001,-144.36943,-582.3789,32.75920829770993,202.173948828333,-2.110509622708792e-06,251.2797385,255.57121,4.2914715,4.628070436412146,3.183586894295515,29.30151622279888,12.083816078877843,5,-1,0
-249.0004717099916,166.89116196946824,-64.62792756603706,74.47247703214622,29.63727134437888,25.268936180195485,8.654581544998478e-16,-5.743205767912593e-16,2.2352365938828793e-16,-3.3112922175038984e-15,2.3274102737107004e-15,-9.046593122906986e-16,8.548060534495058,2.7531971955500487,2.853773431820461,4.040323834071469,1.3765624129259766,1.391115654976646,135.93269619663866,259.8987971251538,4.003298526452617e-18,523.7018899999999,-84.56001,-608.2619,47.20448357815126,169.50229436871828,-3.271438581599266e-17,236.30643,236.30643,0.0,9.72065954693535,4.285366133781136,34.698014550713694,13.17068621940879,2,-1,2
-299.2428211585138,168.27462727572114,-62.39687787967242,46.81533550887978,29.333667002017396,31.513677888478934,0.0012447268912065,0.0013322165179357,-0.0001221149180751,-0.0039014339025534,-0.0022748090992847,0.0003325928126568,5.291480465638032,3.5462926546256472,3.1716722423184307,2.732697925725692,1.763001309667894,1.7519874979015548,82.74676695024077,302.88271930520443,-2.4541428987988523e-18,418.82952000000006,-181.93658,-600.7661,55.32580206752809,170.81221913132595,1.738128355721094e-18,273.22908959999995,272.21725,-1.0118396,7.071798130981022,4.99766918382037,24.535541491494254,17.788206949458004,2,-1,0
-192.36825298963183,111.9111973665588,-9.713345551362853,113.37725733373844,42.15041816450835,31.795642892206363,-0.0006443874797936,-0.0007050606534904,-0.0001954711424716,-0.0003607024959392,-0.0003689716471702,-9.613986207633416e-05,14.5327057968487,5.923684948257971,4.7903678577590405,8.511101725332328,3.3723529688236518,2.64286763680293,214.7729291686332,223.2934106479717,3.205175202615012e-18,526.116562,29.350542,-496.76602,90.3848435605291,119.58584300601724,-5.537520617352394e-18,314.39065,205.90707,-108.48358,18.81750799747539,8.206608726813638,54.58367104191076,24.50353412228429,4,-1,3
-179.18079559943556,139.63015580015764,-17.536616011085115,63.096498396828366,31.398633522024088,22.45312460342124,6.234107002252802e-16,-4.862603461757187e-16,5.247040060229442e-17,-2.478888747662456e-15,1.913844874245768e-15,-2.491434888004489e-16,9.35102987345004,5.172461991838391,3.3345365795295443,4.823209996927091,2.8135110527019034,1.811283163045778,140.00541138235295,189.96559062521732,-9.528783108686698e-18,505.4091712,-2.3464088,-507.75558,77.18653367234415,143.11692630792024,-4.51176830695637e-18,206.419,206.419,0.0,12.05966038774018,7.371269689593192,35.48180658283427,19.69019256520364,1,-1,4
-321.7890586724449,176.8662992620874,-24.181390978098023,43.92471372480441,26.79166773348973,26.74831056901374,0.0021809408330334,0.001970744522691,0.0004908705706031,-0.0003319377008013,-0.0006854073836936,-0.0006942505583621,4.618413250003595,2.748292362886329,3.1724647885625186,2.433876101806855,1.4309337293576505,1.5896656327708405,74.24861611713665,324.7731188954902,4.12007825529293e-18,377.03801,-200.07704,-577.11505,47.086045472039046,178.88398831255964,0.0,237.24057,237.24057,0.0,6.114872949801373,4.389820016469484,20.943434493261105,15.621975162702448,0,-1,0
-224.38594550471737,154.50863481401186,-19.56646509368333,64.35422009356951,29.61307760485163,21.662101784053156,-2.008137123852629e-05,-2.724012217914742e-05,-2.383764750487783e-05,-4.223544893543202e-05,-5.8414859701888895e-05,-5.454958866895225e-05,7.045820998486498,3.21435450954108,2.367379859009456,4.243095601382199,1.743619387886369,1.4400967763646757,115.57130961027568,233.4320418963463,-4.10707916109457e-06,488.70374,-54.07,-542.77374,51.74600761323308,157.32085874835747,-4.919461649966655e-06,219.79504,219.79504,0.0,10.766448763338069,5.150702075559823,35.13268810654755,16.71408334818272,3,-1,4
-235.69269012113867,129.0484230487255,2.7272091072786884,87.2545980875898,29.621248201066734,16.90346473479904,0.0015845948487216,-0.0020052834082811,0.0013779219042859,-0.0013197347721677,0.0016515493504282,-0.0011076464665274,5.543473020801217,3.123096275521364,1.6548668174110288,2.7304896484911225,1.5906712156254337,0.9425876979132224,86.75745373766233,251.3253052598682,4.186156299220481e-18,531.7779929999999,-34.272007,-566.05,50.51920731542857,132.40435731633622,-3.849120229321104e-18,303.098896,198.5284,-104.570496,7.020675397334948,4.541289366243367,25.11459107676732,14.703608260745822,3,-1,5
-195.49735555534957,118.35905310422837,6.240523838211472,70.27071199755649,26.277844595411278,15.60862878875312,0.0001662244519583,-0.0001990749060243,0.0001036772516086,0.0001085216655568,-0.0001303576147542,6.905545365320777e-05,4.679908176319181,2.1007678959218112,1.9666690645322975,2.024955095783461,1.0507375328097592,0.8852864355944418,68.63545730819672,207.74308410577305,8.072712391800479e-18,439.767533,-36.076427,-475.84396,35.957784416393444,121.24104324984232,0.0,216.988572,212.05817,-4.930402,5.00741719195114,3.23913942065656,21.569784719762247,12.441541116539208,3,-1,5
-242.6089265859653,132.61016861271048,-45.97495102422271,74.34597922725985,31.53297927372786,26.406922304176152,8.528285211133296e-16,-4.524787019109841e-16,1.4309378303521331e-16,-3.451648807449128e-15,1.836239893411799e-15,-6.382855882155883e-16,10.89187632936688,3.9276420811243833,3.980469655665381,6.090422392240947,2.1800657815367104,2.2576286699214045,158.84570148898678,253.74478494435007,-3.1581863865899357e-18,537.70283,-49.69982,-587.40265,63.202936152136566,136.30768724238868,3.574517306968075e-18,234.738495,205.95483,-28.783665,15.378077565716591,6.292742938562049,42.63161688094567,17.732574598712425,1,-1,4
-183.53098410685004,119.3190690118757,-55.60060715805079,76.15344063753578,38.44557794989412,24.076799809689263,5.893313989271817e-16,-3.953932599945122e-16,1.8416606216474426e-16,-2.6984086598199625e-15,1.6474405958849297e-15,-7.737088762143091e-16,10.863492566889017,5.384110818464919,3.4167567892335446,5.141415672389557,2.59825754719354,1.613477268288828,154.6846041873016,198.70321750833207,-9.90097519234428e-18,526.012216,-19.789484,-545.8017,81.92180140992063,125.35989268407236,0.0,208.42220725,208.20432,-0.21788725,13.05974005342502,7.131754107880455,40.40774919250039,22.478143249510847,1,-1,4
-216.6659708774424,160.63948353621302,-85.30366463722213,91.1768969372626,36.25480050912364,30.1725368587882,3.7913502369711614e-05,3.529939813432036e-05,-8.02780219525822e-06,-5.975518862848556e-05,-8.048353380445037e-05,-6.771757137354105e-05,7.674972650726957,3.738283645765188,2.9650686639288097,4.256358927078803,2.190506543385604,1.627024818079233,111.87164816974168,235.06886112663437,-4.537848914917587e-18,556.739946,-47.797054,-604.537,60.31599172042066,164.67985374883474,0.0,257.14,257.14,0.0,10.216191635726869,6.3786557576423215,33.84751378485725,18.63053864872609,1,-1,2
-288.89716085322124,214.32861669778657,-51.99884895461655,38.81013282631461,25.94254709855682,20.00483059084342,-0.008822452420207,-0.005405890464807,0.0024035462711074,-0.0041691730613243,-0.0036365948233207,0.0001498455634256,4.7005106377335,2.538039204576254,2.7309730307341478,2.297394830955322,1.2759269309549195,1.4501605843095782,70.46671810643564,291.49236003547014,-1.181084147444092e-17,416.22756,-176.43504,-592.6626,40.97056819925743,215.8929634924389,-6.186563652078763e-18,272.3041,272.3041,0.0,6.206149677671983,3.970050416306005,19.450904971967358,11.918898515060386,5,-1,0
-168.65406363106004,120.39879962013909,-51.98206443768899,76.44616726292848,27.38736165958412,29.592342049635203,5.902881137170426e-16,-4.21160620461036e-16,1.7990522566937954e-16,-2.417372837889852e-15,1.6720770966987452e-15,-7.256056531282133e-16,7.639376901963139,3.0868867101797046,2.9396545010357564,4.187544941015487,1.7173656999561937,1.407919314188428,112.04443150087567,185.1707581354607,2.2216605427724334e-18,530.7478560000001,-16.615744,-547.3636,51.232064056287214,123.47444484039303,-7.482404586917133e-18,171.47856414,170.98947,-0.48909414,10.318250203488711,5.119717861576338,31.26764561601424,14.295867821631632,3,-1,4
-167.87662139420863,115.05270959901009,-41.865068094351074,77.52911465732755,33.0652188221677,21.80412425872443,5.815337906040397e-16,-4.0143941600521077e-16,1.3808912242284507e-16,-2.234170070638649e-15,1.5838746883363485e-15,-5.809049694636806e-16,8.28800399967696,4.540921627201212,2.4382552138849665,4.147238638060329,2.482423884331783,1.2879695284270565,115.01292957917109,184.91436837164247,2.0511202815714964e-18,541.693292,-12.030768,-553.72406,72.48333066036132,119.70979359196969,-3.297375236841088e-18,211.1871416,205.61084,-5.5763016,9.664682664165104,6.505840468595348,34.82217521974866,21.1035562626052,1,-1,4
-172.66251892903958,144.67929272872126,10.35748889979516,91.16706259891092,35.57293547502165,30.13552554709895,5.8676337682889155e-16,-4.978887936935707e-16,-3.5358705118353395e-17,-2.391012978543789e-15,2.0134453190747506e-15,1.4775847402815286e-16,7.950443349323511,4.234281687320028,2.9522411331179,3.730323408708641,2.0527643038368124,1.4103170595684833,113.36239978074168,195.2531145611631,-1.3905017372763886e-17,544.894134,56.234074,-488.66006,66.7908322284561,148.9883602258682,3.933406137989947e-18,247.263345,221.18283,-26.080515,7.727151169402172,4.910882722762987,37.987169307140384,19.88236149496151,3,-1,5
-257.26575439963483,158.3811231616157,-21.02581201435885,59.41088771936438,29.31236279757432,28.948806583490885,0.0002407203294364,0.0003277331235507,0.0002931294689406,9.484715121361384e-05,0.0001253269545583,0.0001015880713652,6.096173933646628,2.66652664460502,2.5863373999779844,3.424479897420773,1.4898413892644646,1.51015022875378,99.91193758041956,264.0365920974139,4.248260819057765e-18,460.83891,-79.37479,-540.2137,44.86255748799534,161.07077570655548,4.833647049417544e-18,239.01439,239.01439,0.0,8.40247786577833,4.229907198529972,32.497437008256085,16.286657948257748,3,-1,2
-446.8279178560896,147.4399000928679,-11.771916271599531,68.83726447031508,37.23612554535766,29.31688226822486,0.0109394272338558,0.0104098893787471,0.0026110998692618,-0.0027911878687088,-0.0020001973386369,0.0008937692723671,6.457603818623931,3.4330061832352774,3.116392664582992,2.5253579175927414,1.5148495809749394,1.467801568164401,91.19538659292036,452.0992779858916,-4.292030878006995e-06,573.1242100000001,-86.86132,-659.98553,51.026441641592925,152.06923812863832,-7.699034423797519e-06,234.66458,234.66458,0.0,6.04141888675907,3.9520501584340906,45.87916430996757,25.70850112929209,2,-1,1
-236.78548678948056,129.07167511550236,-36.24598961966347,99.52003611039405,42.70595678664383,28.34097805854304,3.063430760474327e-06,-4.221818108468365e-05,-0.0001064293473089,-0.0001544268061366,-0.0002406378705894,-0.0002704585217474,8.423314061862209,4.543722878904597,2.990975193013755,4.158563951451632,2.533861268848592,1.603437903490321,124.56130335068764,256.8493806524466,-6.2355046951663394e-18,580.18319,-24.69241,-604.8756,74.34100963988212,135.95328632359158,1.6542334686892492e-17,321.65869,237.50055,-84.15814,10.283947619808202,6.866556403953785,44.18842500993093,23.0690536085892,1,-1,4
-179.8175673608692,127.64358911213154,-56.67462015851886,66.34382675803288,29.896815881687004,24.008831358822,6.287238364925615e-16,-4.315324552120619e-16,1.9121797416582384e-16,-2.496707826238502e-15,1.7682817560317613e-15,-7.888818112122699e-16,7.393683756683155,3.3186385527989666,2.5481293744982563,4.413468608449295,1.7846258144687226,1.333899068831892,122.17824293175616,191.6660138899972,6.2883856101562615e-18,561.9019699999999,21.28753,-540.61444,53.70088581569608,131.09807565822678,1.906389454970735e-18,205.5141856,201.44824,-4.0659456,11.08341386851835,5.058792086447252,31.36283285335273,16.66647154009814,3,-1,2
-180.7522899610144,117.94978938528688,-51.41017149103519,71.69468114955961,30.270074690974734,21.1645690394044,-0.0134342134229548,-0.0067041593237604,0.0009195434025869,0.0119156255021051,0.002671888200059,0.0013277632725043,7.585288276258832,3.749712908978637,2.3926332321606765,4.219424708489452,2.229047301125903,1.2555302960813737,114.80893668073394,194.4518388477919,0.0,490.52738,-46.83692,-537.3643,63.05885060366972,121.77204210257266,8.068249504519077e-18,264.01523,191.17453,-72.8407,9.738895499052855,6.019428178720439,30.003990622964864,16.941880448896054,3,-1,4
-188.460611583912,134.5937454924725,-43.96769304074375,65.92486778788695,28.283537867068755,21.815435665223585,-4.5662602914253845e-05,1.1705653682275754e-05,0.0001955645722435,1.9934708059632765e-05,3.122831732808276e-05,3.344401868065052e-05,6.85271892491137,3.7019662982511967,2.2844266264659936,3.437815287795133,2.0374431201058987,1.200706332906755,98.5620448981922,199.658434110439,-4.035984764212703e-18,517.978308,-54.104332,-572.08264,58.24417391056137,137.53339536261865,1.361113702583773e-17,215.16608,215.16608,0.0,8.034641531690921,5.233599722749612,30.125735314824823,16.460008516401448,3,-1,2
-291.66906055850643,131.82035201258918,-18.689758732072978,144.81670278961067,61.56482829971734,23.93408030066308,9.715546216020305e-16,-4.583744881404451e-16,6.165635098628268e-17,-4.9082386755945665e-15,1.805083093837041e-15,-2.5880876117916264e-16,4.670210864562283,2.802646727465337,1.5391834235589157,2.073666521430805,1.377931207777345,0.7718485163203094,57.66255219473684,325.6420094120783,-9.463863825240262e-18,525.034285,-59.458015,-584.4923,36.12171167105264,145.48825824889306,-1.2807265778106726e-17,239.37305,239.37305,0.0,4.097648297572092,2.990403785257253,23.973436625202904,12.104611282398109,2,-1,5
-234.523617970015,139.56380725669374,-2.6071943270148927,111.98821393133518,39.78404289035528,28.96375069289313,0.000521415558888,-0.0006444613959691,0.0003956879160419,0.00033298841488,-0.0004119110141879,0.0002539488316447,5.25265514434124,3.0651397472343835,1.8598718724934524,2.3706027863383388,1.5461876009493585,0.9058948063724996,69.27691617117117,259.8897601778032,0.0,511.6328160000001,-17.415524,-529.04834,42.39611652582583,145.12348660601148,0.0,258.029884,233.70721,-24.322674,4.823826547626187,3.584182820451774,30.665325738488757,13.741831393442316,3,-1,5
-242.42585055079795,200.31277828563685,-60.63207987853724,59.06391413077194,23.091497540497723,28.764910682556472,-0.0127749083609346,-0.0097288454782702,0.0022173488007429,-0.0046964129408715,-0.0041587347354013,-0.0004573213772707,8.669168581735416,3.1338479307491798,3.863221573908672,4.361413311949373,1.7045543901976066,2.064037180412132,124.57047836347198,249.51721176649323,6.9030981684801575e-18,492.00044,-84.24676,-576.2472,49.17949887703436,201.63934735852905,-3.477690988393474e-18,260.6701,260.6701,0.0,10.489660736344474,4.959212663173743,40.64542398058296,14.876704579141222,5,-1,0
-292.1587568930901,123.4043474218812,-62.468956901079466,75.61224827133842,32.731976103994256,23.826008494170622,9.97400835092272e-16,-4.39699241385748e-16,2.191472257385837e-16,-3.7230444552159055e-15,1.700629883390824e-15,-8.729891288135969e-16,9.377159805985965,4.2848540877909285,2.9788298679113545,5.410959910492412,2.0291039720509514,1.5808914675598904,142.5397214910979,301.78461080373575,-9.386155862791732e-07,527.312416,-116.747284,-644.0597,70.72076425222552,127.6715129631227,-1.3015562193571932e-06,199.58475,199.58475,0.0,12.547730919928826,6.034771071124951,37.22145059579775,20.443678453196423,1,-1,4
-181.30320967819583,102.05263640283285,-0.1710241639256943,101.43177695764348,38.81267117716135,30.016719004819247,-3.838494911994502e-05,-4.377045443223739e-05,-1.350037114459012e-05,-0.0003018990232531,-0.0004163571567456,-0.0003857069138573,17.491510152284917,6.897844068779339,4.122829056942584,8.34727845300089,2.949475658266854,2.142174224655636,240.1118374475128,207.748066697144,-1.8537114017128365e-07,568.426322,51.033222,-517.3931,95.6575426384923,109.18408327533484,-4.303243845142132e-06,260.25208,202.22083,-58.03125,18.159454918190683,8.195267446340695,61.20158029302081,27.74102679041899,4,-1,3
-202.21138410882185,110.50203299454492,-69.01847152769304,69.34098318711023,33.56515635716776,26.53167577522856,7.057503096707817e-16,-3.8482466209751405e-16,2.3747544203787113e-16,-2.7225629555923104e-15,1.5380766989518594e-15,-9.58127574125688e-16,8.182912848534569,3.8201828383492726,2.431309869929895,4.180971266817799,1.84430511727832,1.2282824092593951,117.29982733131924,213.7700068123697,7.230375594284024e-18,555.2304849999999,-44.165115,-599.3956,62.31775984496476,115.487311065799,-1.0573799239044017e-17,212.144566,189.96558,-22.178986,9.971018054192813,5.163167502849301,35.22786027691285,18.3598966508236,1,-1,4
-213.54596209433265,141.45606027317118,-42.272760071469655,85.75458150581582,31.24951716487861,26.439257691066928,7.115560275715155e-16,-4.773730311555736e-16,1.3660674790929936e-16,-2.9504618142195995e-15,1.962596121405717e-15,-5.812823534835606e-16,10.902166183376654,4.27771672867843,3.2059692372996382,4.977740574789157,2.353166935042585,1.6024956796483372,148.79679566561015,230.12111197374256,1.3088126340756113e-17,567.139149,-29.390701,-596.52985,66.34641890310618,144.86666045382935,0.0,207.417182,202.16208,-5.255102,12.220186633866792,6.258185836563672,42.68411251618021,16.75352257655287,1,-1,4
